==============================================================================================================
    Date     Time  Temp SpCond   Cond  Resist    Sal DOsat     DO DOchrg   Depth    pH      pH     Orp Battery
   m/d/y hh:mm:ss     C  mS/cm  uS/cm  Ohm*cm    ppt     %   mg/L         meters            mV      mV   volts
--------------------------------------------------------------------------------------------------------------
11/04/19 04:50:20  8.28  0.242    165 6069.41   0.12  41.4   4.87   17.0   0.710  8.05   -61.7   290.0     5.8
11/04/19 05:05:20  8.24  0.244    166 6015.79   0.12  41.3   4.86   17.0   0.708  8.05   -61.9   287.7     5.8
11/04/19 05:20:20  8.24  0.244    166 6025.05   0.12  41.3   4.86   17.0   0.712  8.05   -61.7   287.9     5.8
11/04/19 05:35:20  8.21  0.242    165 6071.52   0.12  41.2   4.86   17.0   0.713  8.05   -61.9   287.8     5.9
11/04/19 05:50:20  8.23  0.246    167 5987.62   0.12  41.3   4.86   17.0   0.713  8.05   -61.8   287.9     5.9
11/04/19 06:05:20  8.19  0.247    168 5969.35   0.12  41.2   4.86   17.0   0.712  8.05   -61.8   288.0     5.8
11/04/19 06:20:20  8.18  0.244    166 6041.85   0.12  41.2   4.85   16.4   0.707  8.05   -61.8   288.0     5.8
11/04/19 06:35:20  8.16  0.243    165 6073.91   0.12  40.9   4.83   16.4   0.708  8.06   -62.0   287.9     5.9
11/04/19 06:50:20  8.13  0.246    167 5993.51   0.12  41.0   4.84   17.0   0.709  8.06   -62.0   288.0     5.9
11/04/19 07:05:20  8.10  0.246    166 6012.61   0.12  41.0   4.84   16.4   0.709  8.06   -62.0   288.0     5.8
11/04/19 07:20:20  8.08  0.246    167 5998.44   0.12  40.8   4.83   17.0   0.708  8.05   -61.8   288.1     5.9
11/04/19 07:35:20  8.05  0.248    167 5974.52   0.12  40.8   4.83   17.0   0.708  8.05   -61.8   288.2     5.8
11/04/19 07:50:20  8.02  0.245    165 6045.20   0.12  40.7   4.82   17.0   0.709  8.05   -61.9   288.2     5.9
11/04/19 08:05:20  8.03  0.244    165 6074.48   0.12  40.8   4.83   17.0   0.709  8.06   -62.0   288.3     5.9
11/04/19 08:20:20  8.01  0.244    165 6065.48   0.12  40.7   4.82   17.0   0.707  8.05   -61.8   288.5     5.9
11/04/19 08:35:20  8.00  0.244    165 6066.74   0.12  40.7   4.81   16.4   0.708  8.05   -61.8   288.6     5.8
11/04/19 08:50:20  7.99  0.244    165 6072.36   0.12  40.7   4.81   17.0   0.710  8.05   -61.9   288.6     5.9
11/04/19 09:05:20  7.98  0.244    165 6076.17   0.12  40.6   4.81   16.4   0.710  8.06   -62.0   288.8     5.8
11/04/19 09:20:20  7.98  0.245    165 6059.03   0.12  40.6   4.81   17.0   0.711  8.06   -62.0   289.0     5.9
11/04/19 09:35:20  7.97  0.245    165 6056.65   0.12  40.6   4.81   17.0   0.708  8.06   -62.0   289.1     5.9
11/04/19 09:50:20  7.96  0.245    165 6062.81   0.12  40.6   4.81   16.4   0.705  8.06   -61.9   289.4     5.9
11/04/19 10:05:20  7.96  0.245    165 6050.08   0.12  40.5   4.80   16.4   0.707  8.06   -61.9   289.5     5.9
11/04/19 10:20:20  7.94  0.246    166 6023.39   0.12  40.5   4.80   17.0   0.712  8.05   -61.8   289.5     5.8
11/04/19 10:35:20  7.92  0.247    166 6014.27   0.12  40.8   4.84   17.0   0.710  8.05   -61.8   289.7     5.8
11/04/19 10:50:20  7.89  0.249    167 5976.70   0.12  40.4   4.79   17.0   0.708  8.05   -61.7   289.9     5.9
11/04/19 11:05:20  7.90  0.248    167 5983.52   0.12  40.4   4.79   18.2   0.707  8.05   -61.7   290.0     5.8
11/04/19 11:20:20  7.89  0.248    167 5981.34   0.12  40.4   4.79   17.0   0.702  8.05   -61.6   290.3     5.9
11/04/19 11:35:20  7.87  0.249    167 5975.47   0.12  40.4   4.79   17.0   0.705  8.05   -61.7   290.4     5.8
11/04/19 11:50:20  7.86  0.250    168 5952.95   0.12  40.4   4.79   17.0   0.702  8.05   -61.6   290.5     5.9
11/04/19 12:05:20  7.86  0.250    168 5957.82   0.12  40.4   4.79   17.0   0.699  8.05   -61.7   290.8     5.9
11/04/19 12:20:20  7.84  0.249    167 5975.47   0.12  40.4   4.80   16.4   0.696  8.05   -61.7   290.7     5.8
11/04/19 12:35:20  7.86  0.250    168 5958.50   0.12  40.3   4.79   17.0   0.691  8.05   -61.7   290.8     5.9
11/04/19 12:50:20  7.84  0.251    169 5933.14   0.12  40.3   4.79   16.4   0.684  8.05   -61.6   291.0     5.9
11/04/19 13:05:20  7.84  0.251    169 5925.23   0.12  40.3   4.79   16.4   0.738  8.05   -61.7   291.1     5.9
11/04/19 13:20:20  7.81  0.251    169 5928.31   0.12  40.3   4.80   17.0   0.737  8.05   -61.7   291.1     5.9
11/04/19 13:35:20  7.75  0.252    169 5912.27   0.12  40.2   4.79   16.4   0.734  8.06   -61.8   291.3     5.8
11/04/19 13:50:20  7.67  0.254    170 5889.69   0.12  40.1   4.79   16.4   0.729  8.06   -61.9   291.3     5.8
11/04/19 14:05:20  7.69  0.253    169 5911.33   0.12  40.2   4.79   16.4   0.728  8.06   -61.8   291.7     5.8
11/04/19 14:20:20  7.70  0.252    169 5923.62   0.12  40.2   4.79   17.0   0.726  8.06   -62.0   292.0     5.8
11/04/19 14:35:20  7.70  0.252    169 5926.97   0.12  40.2   4.79   16.4   0.725  8.06   -61.9   292.1     5.8
11/04/19 14:50:20  7.78  0.250    168 5948.08   0.12  40.2   4.79   17.0   0.726  8.06   -62.1   292.1     5.8
11/04/19 15:05:20  7.75  0.251    169 5934.22   0.12  40.2   4.79   17.0   0.721  8.06   -62.0   292.2     5.8
11/04/19 15:20:20  7.78  0.251    168 5941.48   0.12  40.2   4.79   16.4   0.720  8.06   -62.1   292.2     5.9
11/04/19 15:35:20  7.76  0.251    168 5939.19   0.12  40.3   4.79   17.0   0.719  8.06   -62.2   292.4     5.8
11/04/19 15:50:20  7.75  0.251    168 5936.10   0.12  40.3   4.79   17.0   0.718  8.06   -62.3   292.4     5.8
11/04/19 16:05:20  7.72  0.252    169 5924.69   0.12  40.2   4.79   17.0   0.719  8.06   -62.4   292.4     5.8
11/04/19 16:20:20  7.69  0.252    169 5920.01   0.12  40.2   4.79   16.4   0.717  8.06   -62.3   292.6     5.8
11/04/19 16:35:20  7.68  0.253    169 5913.33   0.12  40.1   4.79   17.0   0.718  8.07   -62.4   292.7     5.8
11/04/19 16:50:20  7.65  0.253    169 5904.81   0.12  40.1   4.79   16.4   0.719  8.07   -62.4   292.7     5.8
11/04/19 17:05:20  7.58  0.255    170 5885.72   0.12  40.0   4.78   16.4   0.714  8.07   -62.6   292.7     5.8
11/04/19 17:20:20  7.54  0.256    170 5871.48   0.12  39.9   4.78   16.4   0.713  8.07   -62.7   292.7     5.8
11/04/19 17:35:20  7.55  0.255    170 5875.96   0.12  39.9   4.78   17.0   0.717  8.07   -62.7   292.8     5.9
11/04/19 17:50:20  7.57  0.255    170 5883.60   0.12  39.9   4.77   17.0   0.717  8.07   -62.5   292.9     5.8
11/04/19 18:05:20  7.58  0.254    170 5891.14   0.12  39.8   4.76   17.0   0.717  8.07   -62.5   292.9     5.8
11/04/19 18:20:20  7.55  0.255    170 5882.15   0.12  39.8   4.76   17.0   0.714  8.07   -62.6   293.0     5.8
11/04/19 18:35:20  7.54  0.255    170 5886.51   0.12  39.8   4.77   16.4   0.719  8.07   -62.7   292.8     5.8
11/04/19 18:50:20  7.51  0.255    170 5881.76   0.12  39.9   4.78   16.4   0.712  8.07   -62.9   292.8     5.8
11/04/19 19:05:20  7.49  0.256    170 5877.01   0.12  39.9   4.78   16.4   0.717  8.08   -63.1   292.9     5.8
11/04/19 19:20:20  7.46  0.256    170 5867.41   0.12  39.9   4.79   17.0   0.717  8.08   -63.2   293.0     5.8
11/04/19 19:35:20  7.46  0.256    170 5876.61   0.12  39.8   4.77   17.0   0.716  8.08   -63.1   293.0     5.8
11/04/19 19:50:20  7.39  0.258    171 5843.08   0.12  39.7   4.77   17.0   0.720  8.08   -63.4   293.0     5.8
11/04/19 20:05:20  7.42  0.257    171 5857.70   0.12  39.6   4.75   16.4   0.722  8.08   -63.2   293.1     5.9
11/04/19 20:20:20  7.44  0.256    170 5869.51   0.12  39.6   4.75   17.0   0.720  8.08   -63.1   293.2     5.8
11/04/19 20:35:20  7.41  0.257    171 5855.22   0.12  39.7   4.77   16.4   0.723  8.08   -63.3   293.1     5.8
11/04/19 20:50:20  7.39  0.257    171 5853.00   0.12  39.7   4.77   17.0   0.723  8.08   -63.4   293.0     5.8
11/04/19 21:05:20  7.31  0.260    172 5814.18   0.12  39.8   4.79   16.4   0.722  8.09   -63.7   293.2     5.8
11/04/19 21:20:20  7.34  0.259    172 5825.81   0.12  39.6   4.77   17.0   0.723  8.09   -63.8   293.2     5.8
11/04/19 21:35:20  7.37  0.258    171 5840.22   0.12  39.6   4.76   16.4   0.724  8.09   -63.6   293.3     5.8
11/04/19 21:50:20  7.38  0.258    171 5848.16   0.12  39.5   4.75   16.4   0.721  8.09   -63.5   293.2     5.8
11/04/19 22:05:20  7.34  0.259    172 5824.65   0.12  39.5   4.76   16.4   0.723  8.09   -63.7   293.1     5.8
11/04/19 22:20:20  7.33  0.259    172 5821.80   0.12  39.6   4.76   17.0   0.726  8.09   -63.7   293.1     5.8
11/04/19 22:35:20  7.34  0.259    172 5823.22   0.12  39.6   4.76   16.4   0.726  8.09   -63.7   293.2     5.8
11/04/19 22:50:20  7.33  0.259    172 5822.45   0.12  39.4   4.74   16.4   0.725  8.09   -63.7   293.0     5.8
11/04/19 23:05:20  7.33  0.259    172 5825.16   0.12  39.5   4.75   17.0   0.723  8.09   -63.8   293.0     5.9
11/04/19 23:20:20  7.32  0.259    172 5827.36   0.12  39.4   4.74   16.4   0.722  8.09   -63.7   293.0     5.8
11/04/19 23:35:20  7.31  0.260    172 5819.34   0.12  39.3   4.74   16.4   0.725  8.09   -63.8   293.0     5.8
11/04/19 23:50:20  7.28  0.261    172 5802.60   0.12  39.4   4.74   16.4   0.724  8.10   -63.9   292.9     5.8
11/05/19 00:05:20  7.29  0.260    172 5804.65   0.12  39.3   4.74   16.4   0.722  8.09   -63.7   292.8     5.8
11/05/19 00:20:20  7.29  0.260    172 5801.70   0.12  39.3   4.73   16.4   0.722  8.10   -64.0   292.8     5.8
11/05/19 00:35:20  7.29  0.261    172 5799.00   0.12  39.3   4.73   16.4   0.724  8.10   -64.0   292.6     5.8
11/05/19 00:50:20  7.29  0.261    173 5786.84   0.12  39.3   4.73   16.4   0.722  8.09   -63.8   292.8     5.8
11/05/19 01:05:20  7.28  0.261    173 5783.14   0.12  39.3   4.73   17.0   0.723  8.10   -64.0   292.7     5.8
11/05/19 01:20:20  7.29  0.261    173 5781.23   0.12  39.2   4.72   16.4   0.724  8.09   -63.8   292.7     5.8
11/05/19 01:35:20  7.28  0.261    173 5791.19   0.12  39.2   4.72   16.4   0.723  8.09   -63.8   292.6     5.8
11/05/19 01:50:20  7.26  0.262    173 5778.93   0.13  39.2   4.72   17.0   0.721  8.09   -63.8   292.7     5.8
11/05/19 02:05:20  7.26  0.262    173 5779.70   0.13  39.2   4.72   16.4   0.724  8.10   -64.1   292.5     5.8
11/05/19 02:20:20  7.27  0.262    173 5779.19   0.12  39.2   4.72   16.4   0.721  8.10   -63.9   292.4     5.8
11/05/19 02:35:20  7.27  0.262    173 5780.33   0.12  39.1   4.71   16.4   0.723  8.09   -63.9   292.5     5.8
11/05/19 02:50:20  7.26  0.262    173 5769.14   0.13  39.1   4.71   16.4   0.722  8.10   -63.9   292.4     5.8
11/05/19 03:05:20  7.25  0.263    174 5758.50   0.13  39.1   4.71   16.4   0.721  8.10   -64.1   292.2     5.9
11/05/19 03:20:20  7.24  0.263    174 5754.70   0.13  39.0   4.71   16.4   0.718  8.10   -64.1   292.3     5.8
11/05/19 03:35:20  7.24  0.263    174 5750.54   0.13  38.9   4.70   17.0   0.717  8.10   -64.1   292.2     5.8
11/05/19 03:50:20  7.24  0.264    174 5742.35   0.13  39.0   4.71   17.0   0.717  8.10   -64.1   292.2     5.8
11/05/19 04:05:20  7.24  0.264    174 5741.97   0.13  38.9   4.70   16.4   0.718  8.10   -64.1   292.0     5.8
11/05/19 04:20:20  7.23  0.264    174 5737.32   0.13  38.9   4.69   16.4   0.718  8.10   -64.0   292.1     5.8
11/05/19 04:35:20  7.23  0.264    175 5728.80   0.13  38.9   4.69   16.4   0.718  8.10   -64.1   292.1     5.8
11/05/19 04:50:20  7.23  0.264    174 5736.19   0.13  38.9   4.69   16.4   0.715  8.10   -64.1   292.1     5.8
11/05/19 05:05:20  7.23  0.264    175 5729.05   0.13  38.9   4.69   16.4   0.719  8.10   -64.1   291.9     5.8
11/05/19 05:20:20  7.22  0.265    175 5724.67   0.13  38.9   4.69   16.4   0.716  8.10   -64.1   291.7     5.8
11/05/19 05:35:20  7.22  0.265    175 5721.29   0.13  38.8   4.68   16.4   0.719  8.10   -64.0   291.7     5.8
11/05/19 05:50:20  7.23  0.264    175 5725.67   0.13  38.8   4.68   16.4   0.718  8.10   -64.0   291.7     5.8
11/05/19 06:05:20  7.23  0.264    175 5729.80   0.13  38.8   4.67   16.4   0.717  8.10   -64.0   291.9     5.8
11/05/19 06:20:20  7.23  0.265    175 5713.81   0.13  38.7   4.67   16.4   0.716  8.10   -64.0   291.7     5.8
11/05/19 06:35:20  7.22  0.265    175 5707.34   0.13  38.7   4.67   17.0   0.716  8.10   -64.0   291.7     5.8
11/05/19 06:50:20  7.22  0.265    175 5715.93   0.13  38.7   4.67   16.4   0.717  8.10   -63.9   291.6     5.8
11/05/19 07:05:20  7.22  0.265    175 5709.58   0.13  38.6   4.66   17.0   0.717  8.09   -63.8   291.4     5.8
11/05/19 07:20:20  7.23  0.265    175 5717.68   0.13  38.6   4.65   16.4   0.716  8.09   -63.9   291.4     5.8
11/05/19 07:35:20  7.23  0.265    175 5710.58   0.13  38.5   4.65   16.4   0.717  8.09   -63.7   291.4     5.8
11/05/19 07:50:20  7.23  0.265    175 5711.94   0.13  38.6   4.65   16.4   0.719  8.09   -63.7   291.4     5.8
11/05/19 08:05:20  7.23  0.265    175 5713.69   0.13  38.6   4.66   16.4   0.715  8.09   -63.8   291.5     5.8
11/05/19 08:20:20  7.23  0.266    175 5700.39   0.13  38.5   4.64   16.4   0.717  8.09   -63.8   291.6     5.8
11/05/19 08:35:20  7.23  0.267    176 5671.29   0.13  38.5   4.64   17.0   0.718  8.09   -63.7   291.6     5.8
11/05/19 08:50:20  7.24  0.266    176 5692.84   0.13  38.4   4.64   17.0   0.717  8.09   -63.8   291.6     5.8
11/05/19 09:05:20  7.24  0.266    176 5680.38   0.13  38.4   4.63   16.4   0.717  8.09   -63.7   291.4     5.8
11/05/19 09:20:20  7.25  0.266    176 5683.95   0.13  38.4   4.63   16.4   0.719  8.09   -63.8   291.4     5.8
11/05/19 09:35:20  7.25  0.266    176 5682.85   0.13  38.4   4.63   16.4   0.719  8.09   -63.8   291.3     5.8
11/05/19 09:50:20  7.25  0.267    176 5668.35   0.13  38.5   4.64   16.4   0.719  8.09   -63.7   291.3     5.8
11/05/19 10:05:20  7.25  0.267    177 5662.22   0.13  38.4   4.63   16.4   0.717  8.09   -63.7   291.5     5.8
11/05/19 10:20:20  7.25  0.268    177 5655.75   0.13  38.4   4.63   16.4   0.720  8.09   -63.6   291.3     5.8
11/05/19 10:35:20  7.25  0.268    177 5651.48   0.13  38.4   4.63   16.4   0.719  8.09   -63.5   291.3     5.8
11/05/19 10:50:20  7.26  0.267    177 5655.99   0.13  38.3   4.62   17.0   0.719  8.09   -63.5   291.3     5.8
11/05/19 11:05:20  7.27  0.268    177 5651.12   0.13  38.3   4.61   16.4   0.716  8.09   -63.5   291.5     5.8
11/05/19 11:20:20  7.28  0.268    178 5630.48   0.13  38.3   4.61   16.4   0.715  8.09   -63.5   291.6     5.8
11/05/19 11:35:20  7.30  0.270    179 5592.88   0.13  38.4   4.62   17.0   0.717  8.09   -63.6   291.6     5.8
11/05/19 11:50:20  7.29  0.269    178 5626.37   0.13  38.4   4.62   16.4   0.716  8.09   -63.7   291.6     5.8
11/05/19 12:05:20  7.29  0.269    178 5615.89   0.13  38.3   4.61   16.4   0.716  8.09   -63.6   291.7     5.8
11/05/19 12:20:20  7.30  0.269    178 5606.04   0.13  38.3   4.61   16.4   0.714  8.09   -63.4   291.5     5.8
11/05/19 12:35:20  7.32  0.270    179 5595.63   0.13  38.3   4.61   16.4   0.711  8.09   -63.5   291.6     5.8
11/05/19 12:50:20  7.38  0.271    180 5554.72   0.13  38.5   4.63   17.0   0.709  8.09   -63.7   291.5     5.8
11/05/19 13:05:20  7.41  0.273    181 5524.98   0.13  38.7   4.64   16.4   0.711  8.09   -63.9   291.8     5.8
11/05/19 13:20:20  7.47  0.275    183 5473.88   0.13  38.8   4.65   16.4   0.710  8.10   -64.1   291.7     5.8
11/05/19 13:35:20  7.48  0.275    183 5460.08   0.13  38.9   4.66   16.4   0.711  8.10   -64.1   291.9     5.8
11/05/19 13:50:20  7.45  0.273    182 5504.10   0.13  38.8   4.66   17.0   0.711  8.10   -64.2   291.7     5.8
11/05/19 14:05:20  7.44  0.272    181 5537.36   0.13  38.8   4.66   16.4   0.713  8.10   -64.2   291.7     5.8
11/05/19 14:20:20  7.44  0.271    180 5560.38   0.13  38.7   4.65   16.4   0.712  8.10   -64.1   291.4     5.8
11/05/19 14:35:20  7.44  0.270    179 5578.13   0.13  38.7   4.64   16.4   0.711  8.10   -64.1   291.6     5.8
11/05/19 14:50:20  7.55  0.272    181 5514.29   0.13  38.9   4.65   16.4   0.714  8.10   -64.2   291.4     5.8
11/05/19 15:05:20  7.56  0.274    183 5471.14   0.13  39.0   4.67   16.4   0.714  8.10   -64.3   291.9     5.8
11/05/19 15:20:20  7.63  0.275    184 5436.87   0.13  39.1   4.67   16.4   0.715  8.10   -64.4   292.0     5.8
11/05/19 15:35:20  7.60  0.275    184 5441.49   0.13  39.2   4.68   16.4   0.713  8.11   -64.6   292.4     5.8
11/05/19 15:50:20  7.60  0.275    184 5442.85   0.13  39.1   4.67   16.4   0.710  8.10   -64.3   292.5     5.8
11/05/19 16:05:20  7.58  0.274    183 5468.17   0.13  38.9   4.65   17.0   0.713  8.10   -64.3   292.2     5.8
11/05/19 16:20:20  7.59  0.274    183 5469.65   0.13  38.9   4.65   16.4   0.715  8.10   -64.5   292.3     5.8
11/05/19 16:35:20  7.65  0.275    184 5439.24   0.13  39.0   4.66   16.4   0.722  8.10   -64.4   292.5     5.8
11/05/19 16:50:20  7.55  0.274    182 5483.72   0.13  39.0   4.67   16.4   0.727  8.11   -64.6   292.1     5.8
11/05/19 17:05:20  7.67  0.276    184 5420.23   0.13  39.0   4.65   16.4   0.730  8.10   -64.5   292.1     5.9
11/05/19 17:20:20  7.68  0.277    185 5396.02   0.13  39.0   4.66   16.4   0.733  8.10   -64.4   292.2     5.8
11/05/19 17:35:20  7.65  0.277    185 5406.59   0.13  39.0   4.65   17.0   0.735  8.10   -64.2   292.2     5.8
11/05/19 17:50:20  7.65  0.277    185 5401.24   0.13  38.9   4.64   16.4   0.736  8.10   -64.1   292.1     5.8
11/05/19 18:05:20  7.49  0.274    182 5486.59   0.13  38.6   4.63   16.4   0.739  8.10   -64.0   291.4     5.8
11/05/19 18:20:20  7.53  0.274    183 5470.91   0.13  38.6   4.62   17.0   0.739  8.09   -63.8   291.3     5.8
11/05/19 18:35:20  7.56  0.275    183 5450.21   0.13  38.5   4.60   16.4   0.742  8.08   -63.4   291.0     5.8
11/05/19 18:50:20  7.67  0.279    187 5351.73   0.13  38.8   4.63   16.4   0.743  8.10   -64.0   291.8     5.8
11/05/19 19:05:20  7.68  0.278    186 5380.73   0.13  38.7   4.61   16.4   0.743  8.09   -63.7   291.5     5.8
11/05/19 19:20:20  7.61  0.277    185 5397.24   0.13  38.3   4.57   16.4   0.744  8.08   -63.1   291.2     5.8
11/05/19 19:35:20  7.58  0.276    184 5431.68   0.13  38.2   4.56   17.0   0.746  8.08   -63.0   291.0     5.8
11/05/19 19:50:20  7.60  0.275    184 5437.43   0.13  38.2   4.57   16.4   0.745  8.08   -63.4   290.9     5.8
11/05/19 20:05:20  7.58  0.275    183 5453.49   0.13  38.2   4.57   17.0   0.748  8.08   -63.2   291.0     5.8
11/05/19 20:20:20  7.65  0.280    187 5338.55   0.13  38.4   4.58   16.4   0.749  8.08   -63.0   291.3     5.8
11/05/19 20:35:20  7.58  0.277    185 5401.69   0.13  38.4   4.59   16.4   0.750  8.09   -63.5   291.4     5.8
11/05/19 20:50:20  7.55  0.276    184 5440.59   0.13  38.3   4.58   16.4   0.750  8.09   -63.7   291.3     5.8
11/05/19 21:05:20  7.52  0.275    183 5449.75   0.13  38.2   4.58   17.0   0.750  8.09   -63.8   291.7     5.8
11/05/19 21:20:20  7.49  0.276    183 5451.23   0.13  38.1   4.57   16.4   0.751  8.09   -63.7   291.4     5.8
11/05/19 21:35:20  7.53  0.278    185 5391.58   0.13  38.0   4.55   16.4   0.752  8.08   -63.0   291.7     5.8
11/05/19 21:50:20  7.50  0.277    185 5417.88   0.13  37.9   4.54   16.4   0.751  8.07   -62.8   291.4     5.8
11/05/19 22:05:20  7.48  0.278    185 5413.51   0.13  37.9   4.54   16.4   0.753  8.07   -62.9   291.4     5.8
11/05/19 22:20:20  7.45  0.277    184 5436.87   0.13  37.8   4.53   16.4   0.754  8.07   -62.7   291.3     5.8
11/05/19 22:35:20  7.45  0.275    183 5462.02   0.13  37.7   4.52   16.4   0.756  8.08   -62.9   291.4     5.8
11/05/19 22:50:20  7.39  0.274    182 5503.87   0.13  37.7   4.53   17.0   0.756  8.08   -63.2   291.4     5.8
11/05/19 23:05:20  7.43  0.274    182 5494.18   0.13  37.8   4.53   17.0   0.755  8.09   -63.5   291.9     5.8
11/05/19 23:20:20  7.48  0.275    183 5462.47   0.13  37.8   4.53   16.4   0.757  8.09   -63.7   291.5     5.8
11/05/19 23:35:20  7.45  0.274    182 5493.26   0.13  37.7   4.52   16.4   0.759  8.09   -63.4   291.9     5.8
11/05/19 23:50:20  7.48  0.275    183 5472.28   0.13  37.8   4.53   16.4   0.758  8.09   -63.4   291.9     5.8
11/06/19 00:05:20  7.52  0.276    184 5437.43   0.13  37.8   4.53   16.4   0.758  8.09   -63.6   291.9     5.8
11/06/19 00:20:20  7.44  0.274    182 5483.38   0.13  37.7   4.52   16.4   0.759  8.08   -63.4   292.1     5.8
11/06/19 00:35:20  7.49  0.277    184 5433.15   0.13  37.7   4.52   17.0   0.760  8.09   -63.7   291.9     5.8
11/06/19 00:50:20  7.47  0.276    184 5440.14   0.13  37.6   4.51   16.4   0.761  8.09   -63.7   291.9     5.8
11/06/19 01:05:20  7.49  0.277    185 5416.31   0.13  37.6   4.51   16.4   0.760  8.09   -63.8   291.6     5.8
11/06/19 01:20:20  7.48  0.277    184 5432.47   0.13  37.6   4.51   16.4   0.760  8.09   -63.5   291.9     5.8
11/06/19 01:35:20  7.48  0.277    184 5423.82   0.13  37.6   4.50   16.4   0.760  8.09   -63.7   291.8     5.8
11/06/19 01:50:20  7.49  0.278    185 5413.51   0.13  37.5   4.49   17.0   0.761  8.09   -63.5   292.0     5.8
11/06/19 02:05:20  7.48  0.277    184 5428.76   0.13  37.5   4.49   16.4   0.763  8.09   -63.6   292.2     5.8
11/06/19 02:20:20  7.47  0.276    184 5445.68   0.13  37.5   4.49   16.4   0.763  8.09   -63.5   292.1     5.8
11/06/19 02:35:20  7.47  0.276    184 5442.62   0.13  37.5   4.49   16.4   0.763  8.09   -63.5   292.2     5.8
11/06/19 02:50:20  7.46  0.277    184 5431.80   0.13  37.4   4.49   16.4   0.763  8.08   -63.4   292.3     5.8
11/06/19 03:05:20  7.49  0.278    185 5402.91   0.13  37.4   4.49   16.4   0.763  8.09   -63.5   292.5     5.8
