======================================================================================================
    Date     Time  Temp SpCond   Cond    Sal   Press   Depth    pH      pH     Orp   Chl   Chl Battery
   m/d/y hh:mm:ss     C  mS/cm  uS/cm    ppt    psia    feet            mV      mV  ug/L   RFU   volts
------------------------------------------------------------------------------------------------------
10/21/19 22:05:32 10.26  0.366    263   0.18  15.840   3.239  8.01   -74.5   151.4   2.3   0.5    13.0
10/21/19 22:35:32 10.04  0.369    264   0.18  15.843   3.246  8.04   -75.6   151.1   1.7   0.4    13.0
10/21/19 23:05:32  9.99  0.367    262   0.18  15.841   3.242  8.02   -74.5   152.3   2.4   0.6    13.0
10/21/19 23:35:32 10.00  0.365    261   0.18  15.839   3.237  8.01   -74.2   151.2   2.9   0.7    13.0
10/22/19 00:05:32  9.99  0.364    260   0.18  15.831   3.218  8.00   -73.7   152.2   2.3   0.5    13.0
10/22/19 00:35:32 10.12  0.368    263   0.18  15.829   3.215  8.02   -75.0   150.5   2.6   0.6    13.0
10/22/19 01:05:32 10.15  0.364    260   0.18  15.838   3.234  8.01   -74.2   151.1   3.0   0.7    13.0
10/22/19 01:35:32 10.06  0.366    261   0.18  15.826   3.207  8.02   -74.5   150.3   1.9   0.4    13.0
10/22/19 02:05:32  9.80  0.365    259   0.18  15.831   3.217  7.99   -73.4   153.5   3.3   0.8    13.0
10/22/19 02:35:32  9.87  0.366    261   0.18  15.834   3.225  8.00   -73.7   154.2   2.7   0.6    13.0
10/22/19 03:05:32  9.89  0.365    260   0.18  15.820   3.193  7.99   -73.3   153.9   2.1   0.5    13.0
10/22/19 03:35:32  9.99  0.366    261   0.18  15.817   3.187  7.99   -73.3   150.3   3.1   0.7    13.0
10/22/19 04:05:32  9.94  0.365    260   0.18  15.806   3.161  7.99   -73.3   151.9   2.8   0.7    13.0
10/22/19 04:35:32  9.92  0.366    260   0.18  15.796   3.138  7.99   -73.1   154.2   2.0   0.5    13.0
10/22/19 05:05:32  9.94  0.366    261   0.18  15.822   3.198  7.99   -73.4   153.7   2.1   0.5    13.0
10/22/19 05:35:32  9.87  0.366    260   0.18  15.804   3.155  7.99   -73.2   153.7   2.8   0.7    13.0
10/22/19 06:05:32  9.91  0.366    261   0.18  15.808   3.165  7.99   -73.4   150.6   2.7   0.6    13.0
10/22/19 06:35:32  9.88  0.366    260   0.18  15.797   3.140  7.99   -73.1   151.3   2.9   0.7    13.0
10/22/19 07:05:32  9.88  0.366    260   0.18  15.801   3.149  7.98   -72.9   150.6   1.7   0.4    13.0
10/22/19 07:35:32  9.84  0.366    260   0.18  15.795   3.136  7.98   -72.7   151.6   2.9   0.7    13.0
10/22/19 08:05:32  9.84  0.366    260   0.18  15.800   3.147  7.98   -72.7   151.1   2.7   0.6    13.0
10/22/19 08:35:32  9.81  0.366    260   0.18  15.798   3.142  7.98   -72.4   151.8   2.5   0.6    13.0
10/22/19 09:05:32  9.83  0.366    260   0.18  15.798   3.141  7.98   -72.5   150.4   3.6   0.8    13.0
10/22/19 09:35:32  9.84  0.366    260   0.18  15.793   3.130  7.98   -72.5   150.8   2.6   0.6    13.0
10/22/19 10:05:32  9.89  0.367    261   0.18  15.784   3.109  7.98   -72.5   150.5   2.7   0.6    13.0
10/22/19 10:35:32  9.89  0.368    261   0.18  15.782   3.105  7.98   -72.5   149.2   2.9   0.7    13.0
10/22/19 11:05:32  9.89  0.368    262   0.18  15.774   3.087  7.97   -72.3   152.7   2.0   0.5    13.0
10/22/19 11:35:32  9.88  0.369    262   0.18  15.781   3.104  7.97   -72.4   151.4   2.6   0.6    13.0
10/22/19 12:05:32  9.84  0.367    261   0.18  15.756   3.046  7.97   -72.1   151.7   2.2   0.5    13.0
10/22/19 12:35:32  9.85  0.367    261   0.18  15.768   3.072  7.98   -72.5   149.7   2.3   0.5    13.0
10/22/19 13:05:32  9.93  0.369    263   0.18  15.746   3.021  7.98   -72.6   149.0   3.6   0.8    13.0
10/22/19 13:35:32  9.97  0.370    264   0.18  15.742   3.013  7.98   -72.9   148.3   2.7   0.6    13.0
10/22/19 14:05:32  9.93  0.369    263   0.18  15.736   2.998  7.98   -72.9   148.1   2.1   0.5    13.0
10/22/19 14:35:32  9.98  0.370    264   0.18  15.732   2.990  7.98   -72.9   147.8   2.5   0.6    13.0
10/22/19 15:05:32 10.00  0.370    264   0.18  15.735   2.997  7.99   -73.2   149.9   2.3   0.5    13.0
10/22/19 15:35:32 10.05  0.371    265   0.18  15.745   3.020  8.00   -73.7   147.5   2.6   0.6    13.0
10/22/19 16:05:32 10.06  0.371    265   0.18  15.758   3.050  8.00   -73.8   148.1   3.2   0.8    13.0
10/22/19 16:35:32 10.06  0.370    265   0.18  15.764   3.063  8.00   -73.7   149.0   2.9   0.7    13.0
10/22/19 17:05:32 10.07  0.371    265   0.18  15.761   3.057  8.00   -73.9   148.1   2.3   0.5    13.0
10/22/19 17:35:32 10.07  0.370    264   0.18  15.759   3.052  8.00   -73.7   149.2   2.8   0.7    13.0
10/22/19 18:05:32 10.13  0.371    266   0.18  15.754   3.040  8.00   -73.8   150.5   3.2   0.8    13.0
10/22/19 18:35:32 10.15  0.370    265   0.18  15.752   3.037  8.01   -74.2   150.8   2.6   0.6    13.0
10/22/19 19:05:32 10.16  0.371    266   0.18  15.747   3.023  8.01   -74.3   149.4   2.4   0.6    13.0
10/22/19 19:35:32 10.15  0.370    265   0.18  15.753   3.039  8.01   -74.3   149.5   2.9   0.7    13.0
10/22/19 20:05:32 10.23  0.372    267   0.18  15.753   3.037  8.02   -74.8   148.3   3.0   0.7    13.0
10/22/19 20:35:32 10.27  0.373    268   0.18  15.750   3.031  8.02   -75.0   148.7   3.2   0.8    13.0
10/22/19 21:05:32 10.26  0.372    267   0.18  15.750   3.030  8.03   -75.1   149.7   2.1   0.5    13.0
10/22/19 21:35:32 10.21  0.371    266   0.18  15.753   3.038  8.02   -74.6   150.5   2.5   0.6    13.0
10/22/19 22:05:32 10.18  0.372    266   0.18  15.755   3.043  8.01   -74.4   150.4   2.6   0.6    13.0
10/22/19 22:35:32 10.18  0.371    266   0.18  15.759   3.051  8.01   -74.1   149.5   2.6   0.6    13.0
10/22/19 23:05:32 10.27  0.374    269   0.18  15.758   3.049  8.01   -74.5   149.4   2.1   0.5    13.0
10/22/19 23:35:32 10.43  0.377    272   0.18  15.760   3.053  8.02   -75.0   148.6   2.1   0.5    13.0
10/23/19 00:05:32 10.49  0.376    272   0.18  15.761   3.058  8.03   -75.5   149.8   3.2   0.8    13.0
10/23/19 00:35:32 10.55  0.375    271   0.18  15.763   3.062  8.03   -75.2   149.1   2.7   0.6    13.0
10/23/19 01:05:32 10.68  0.369    268   0.18  15.766   3.068  8.03   -75.3   147.5   4.9   1.2    13.0
10/23/19 01:35:32 10.87  0.361    264   0.17  15.767   3.070  8.02   -75.1   148.4   3.7   0.9    13.0
10/23/19 02:05:32 10.82  0.358    261   0.17  15.770   3.078  8.03   -75.5   148.6   4.8   1.1    13.0
10/23/19 02:35:32 10.77  0.357    260   0.17  15.774   3.086  8.03   -75.3   149.0   4.7   1.1    13.0
10/23/19 03:05:32 10.93  0.336    246   0.16  15.772   3.084  8.00   -74.0   157.5   6.8   1.6    13.0
10/23/19 03:35:32 10.86  0.322    235   0.15  15.774   3.087  7.99   -73.1   149.1   6.7   1.6    13.0
10/23/19 04:05:32 10.79  0.322    235   0.15  15.774   3.088  7.97   -72.2   157.2   7.1   1.7    13.0
10/23/19 04:35:32 10.69  0.362    263   0.17  15.780   3.100  7.99   -73.3   153.0   3.7   0.9    13.0
10/23/19 05:05:32 10.61  0.361    262   0.17  15.784   3.110  7.98   -72.7   156.5   3.2   0.8    13.0
10/23/19 05:35:32 10.65  0.353    256   0.17  15.786   3.115  7.99   -73.2   155.9   3.5   0.8    13.0
10/23/19 06:05:32 10.62  0.353    256   0.17  15.788   3.119  7.98   -72.6   154.8   3.9   0.9    13.0
10/23/19 06:35:32 10.54  0.334    242   0.16  15.793   3.130  7.95   -71.4   158.1   5.1   1.2    13.0
10/23/19 07:05:32 10.51  0.328    237   0.16  15.799   3.145  7.95   -71.5   153.9   5.4   1.3    13.0
10/23/19 07:35:32 10.53  0.343    248   0.17  15.805   3.158  7.95   -71.4   157.7   5.1   1.2    13.0
10/23/19 08:05:32 10.43  0.326    235   0.16  15.809   3.168  7.94   -71.0   156.3   5.6   1.3    13.0
10/23/19 08:35:32 10.35  0.323    233   0.16  15.813   3.176  7.95   -71.1   151.9   4.6   1.1    13.0
10/23/19 09:05:32 10.35  0.317    228   0.15  15.813   3.178  7.93   -70.1   157.2   4.9   1.2    13.0
10/23/19 09:35:32 10.25  0.314    226   0.15  15.815   3.182  7.91   -69.5   154.4   5.2   1.2    13.0
10/23/19 10:05:32 10.33  0.325    234   0.16  15.814   3.180  7.94   -71.0   151.7   4.3   1.0    13.0
10/23/19 10:35:32 10.34  0.329    237   0.16  15.817   3.186  7.95   -71.2   151.6   5.1   1.2    13.0
10/23/19 11:05:32 10.40  0.348    251   0.17  15.818   3.188  7.94   -70.7   151.9   3.9   0.9    13.0
10/23/19 11:35:32 10.35  0.341    246   0.16  15.813   3.178  7.94   -70.6   151.2   4.6   1.1    13.0
10/23/19 12:05:32 10.41  0.360    259   0.17  15.811   3.173  7.97   -72.2   150.9   4.0   0.9    13.0
10/23/19 12:35:32 10.56  0.334    242   0.16  15.817   3.186  7.97   -72.3   150.1   4.4   1.0    13.0
10/23/19 13:05:32 10.54  0.341    247   0.16  15.816   3.183  7.96   -72.0   150.8   4.0   1.0    13.0
10/23/19 13:35:32 10.72  0.331    241   0.16  15.817   3.185  7.97   -72.1   149.7   4.1   1.0    13.0
10/23/19 14:05:32 10.73  0.334    243   0.16  15.817   3.186  7.96   -71.8   149.4   3.8   0.9    13.0
10/23/19 14:35:32 10.68  0.333    242   0.16  15.821   3.195  7.95   -71.3   151.1   4.4   1.0    13.0
10/23/19 15:05:32 10.82  0.336    245   0.16  15.822   3.197  7.96   -71.7   148.9   3.9   0.9    13.0
10/23/19 15:35:32 10.66  0.336    244   0.16  15.826   3.206  7.95   -71.2   150.9   4.2   1.0    13.0
10/23/19 16:05:32 10.54  0.335    243   0.16  15.829   3.213  7.94   -70.8   150.7   4.5   1.1    13.0
10/23/19 16:35:32 10.54  0.327    237   0.16  15.837   3.233  7.93   -70.4   153.0   4.0   1.0    13.0
10/23/19 17:05:32 10.83  0.330    241   0.16  15.850   3.263  7.95   -71.5   150.1   3.9   0.9    13.0
10/23/19 17:35:32 10.86  0.325    238   0.16  15.854   3.272  7.95   -71.4   150.0   3.7   0.9    13.0
10/23/19 18:05:32 10.66  0.322    233   0.15  15.864   3.294  7.93   -70.5   151.7   4.3   1.0    13.0
10/23/19 18:35:32 10.68  0.342    249   0.16  15.873   3.315  7.93   -70.3   152.8   4.7   1.1    13.0
10/23/19 19:05:32 10.71  0.319    232   0.15  15.883   3.338  7.93   -70.2   152.2   5.1   1.2    13.0
10/23/19 19:35:32 10.94  0.325    238   0.16  15.890   3.354  7.91   -69.4   151.7   4.7   1.1    13.0
10/23/19 20:05:32 11.24  0.331    244   0.16  15.897   3.372  7.92   -69.9   152.6   3.7   0.9    13.0
10/23/19 20:35:32 11.30  0.328    243   0.16  15.902   3.383  7.96   -72.1   148.6   3.3   0.8    13.0
10/23/19 21:05:32 11.29  0.332    245   0.16  15.907   3.395  7.96   -72.1   150.6   3.8   0.9    13.0
10/23/19 21:35:32 11.17  0.335    246   0.16  15.908   3.396  7.95   -71.6   150.3   3.9   0.9    13.0
10/23/19 22:05:32 11.03  0.327    240   0.16  15.913   3.407  7.96   -71.7   150.4   3.6   0.8    13.0
10/23/19 22:35:32 10.92  0.329    240   0.16  15.919   3.422  7.95   -71.3   153.5   3.6   0.9    13.0
10/23/19 23:05:32 10.89  0.329    241   0.16  15.920   3.425  7.94   -71.1   151.9   3.9   0.9    13.0
10/23/19 23:35:32 10.80  0.330    240   0.16  15.918   3.420  7.94   -70.9   152.6   3.8   0.9    13.0
10/24/19 00:05:32 10.69  0.327    238   0.16  15.921   3.426  7.94   -71.0   152.4   3.4   0.8    13.0
10/24/19 00:35:32 10.58  0.327    237   0.16  15.925   3.435  7.94   -70.9   154.2   3.1   0.7    13.0
10/24/19 01:05:32 10.55  0.330    239   0.16  15.927   3.442  7.94   -70.6   151.7   3.7   0.9    13.0
10/24/19 01:35:32 10.50  0.331    239   0.16  15.930   3.447  7.93   -70.3   152.5   3.5   0.8    13.0
10/24/19 02:05:32 10.46  0.332    240   0.16  15.930   3.447  7.93   -70.3   151.5   4.3   1.0    13.0
10/24/19 02:35:32 10.44  0.333    240   0.16  15.933   3.453  7.92   -70.0   150.1   4.2   1.0    13.0
10/24/19 03:05:32 10.44  0.333    240   0.16  15.934   3.457  7.92   -69.9   151.2   4.5   1.1    13.0
10/24/19 03:35:32 10.38  0.332    239   0.16  15.938   3.466  7.92   -69.8   150.5   3.2   0.8    13.0
10/24/19 04:05:32 10.36  0.332    239   0.16  15.938   3.467  7.92   -69.8   151.5   3.8   0.9    13.0
10/24/19 04:35:32 10.30  0.329    237   0.16  15.940   3.471  7.93   -70.1   152.0   3.4   0.8    13.0
10/24/19 05:05:32 10.23  0.331    238   0.16  15.944   3.480  7.92   -69.8   151.6   3.9   0.9    13.0
10/24/19 05:35:32 10.23  0.331    237   0.16  15.948   3.488  7.92   -69.6   151.7   3.7   0.9    13.0
10/24/19 06:05:32 10.25  0.331    237   0.16  15.950   3.494  7.92   -69.6   151.4   3.9   0.9    13.0
10/24/19 06:35:32 10.25  0.330    237   0.16  15.948   3.488  7.92   -69.7   151.6   3.7   0.9    13.0
10/24/19 07:05:32 10.22  0.331    238   0.16  15.948   3.490  7.92   -69.5   152.5   3.9   0.9    13.0
10/24/19 07:35:32 10.21  0.331    238   0.16  15.941   3.474  7.92   -69.5   152.5   3.2   0.8    13.0
10/24/19 08:05:32 10.19  0.333    239   0.16  15.946   3.484  7.91   -69.5   152.3   3.2   0.8    13.0
10/24/19 08:35:32 10.20  0.334    239   0.16  15.948   3.488  7.92   -69.5   151.9   4.3   1.0    13.0
10/24/19 09:05:32 10.21  0.334    239   0.16  15.952   3.499  7.91   -69.4   151.8   4.3   1.0    13.0
10/24/19 09:35:32 10.19  0.338    242   0.16  15.954   3.503  7.91   -69.0   152.4   2.9   0.7    13.0
10/24/19 10:05:32 10.26  0.335    240   0.16  15.952   3.499  7.91   -69.5   152.4   3.4   0.8    13.0
10/24/19 10:35:32 10.27  0.336    241   0.16  15.950   3.494  7.92   -69.6   152.1   4.1   1.0    13.0
10/24/19 11:05:32 10.35  0.337    243   0.16  15.938   3.465  7.91   -69.5   152.7   3.0   0.7    13.0
10/24/19 11:35:32 10.37  0.339    244   0.16  15.942   3.474  7.92   -69.6   152.0   4.1   1.0    13.0
10/24/19 12:05:32 10.41  0.339    245   0.16  15.936   3.462  7.91   -69.5   152.1   3.6   0.8    13.0
10/24/19 12:35:32 10.44  0.339    245   0.16  15.932   3.452  7.92   -69.8   151.7   3.6   0.8    13.0
10/24/19 13:05:32 10.60  0.337    245   0.16  15.927   3.440  7.92   -70.0   151.7   3.1   0.7    13.0
10/24/19 13:35:32 14.20  0.029     23   0.01  14.425  -0.030  8.23   -86.1   143.9  -0.7  -0.2    13.0
10/24/19 14:05:32 14.42  0.055     44   0.02  14.421  -0.040  8.18   -83.6   139.5   0.4   0.1    13.0
10/24/19 14:35:31 14.85  0.021     17   0.01  14.458   0.045  7.95   -72.3   155.2  -0.9  -0.2    13.0
